id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration
id2923070,04:06:39 PM,05:01:27 PM,1,"-73,985,466,003,417,900","40,744,350,433,349,600","-73,789,718,627,929,600","40,643,089,294,433,500",3288
id2403434,04:06:57 PM,04:26:25 PM,1,"-73,982,795,715,332,000","4,076,702,880,859,370","-73,962,310,791,015,600","40,778,999,328,613,200",1168
id1532174,04:07:25 PM,04:22:00 PM,1,"-73,983,100,891,113,200","40,767,925,262,451,100","-73,981,346,130,371,000","40,750,736,236,572,200",875
id3004510,04:07:29 PM,04:27:27 PM,6,"-73,982,498,168,945,300","40,763,259,887,695,300","-73,985,740,661,621,000","40,726,890,563,964,800",1198
id3307587,04:07:35 PM,04:10:43 PM,3,"-73,949,188,232,421,800","40,776,668,548,583,900","-73,944,549,560,546,800","40,779,159,545,898,400",188
id0499980,04:07:40 PM,04:18:25 PM,1,"-73,991,325,378,417,900","40,738,948,822,021,400","-74,007,911,682,128,900","40,717,243,194,580,000",645
id1933660,04:08:10 PM,04:13:25 PM,1,"-73,958,053,588,867,100","40,773,025,512,695,300","-73,952,880,859,375","40,778,438,568,115,200",315
id1971028,04:08:15 PM,04:22:09 PM,1,"-73,979,110,717,773,400","40,756,942,749,023,400","-73,981,338,500,976,500","40,768,886,566,162,100",834
id2424052,04:08:30 PM,04:13:30 PM,1,"-74,012,229,919,433,500","40,716,869,354,248,000","-74,014,976,501,464,800","40,718,158,721,923,800",300
id0185851,04:08:34 PM,04:13:55 PM,1,"-73,984,977,722,167,900","40,758,144,378,662,100","-73,993,881,225,585,900","40,766,811,370,849,600",321
id0264451,04:08:35 PM,04:32:57 PM,1,"-73,955,596,923,828,100","40,779,525,756,835,900","-73,971,153,259,277,300","40,760,578,155,517,500",1462
id1572721,04:08:42 PM,04:12:00 PM,6,"-73,977,394,104,003,900","40,749,557,495,117,100","-73,985,153,198,242,100","40,739,036,560,058,500",198
id2200597,04:09:16 PM,04:16:57 PM,1,"-73,957,557,678,222,600","40,782,478,332,519,500","-73,948,448,181,152,300","40,788,990,020,751,900",461
id2742754,04:09:21 PM,04:32:24 PM,1,"-73,986,953,735,351,500","40,775,928,497,314,400","-73,950,050,354,003,900","40,782,070,159,912,100",1383
id0490261,04:09:28 PM,04:18:42 PM,1,"-74,008,148,193,359,300","40,722,625,732,421,800","-73,994,369,506,835,900","40,726,352,691,650,300",554
id3468854,04:09:30 PM,04:22:30 PM,1,"-74,003,288,269,042,900","40,726,970,672,607,400","-73,975,196,838,378,900","4,073,297,119,140,620",780
id2904732,04:09:31 PM,04:31:23 PM,1,"-73,981,948,852,539,000","40,746,883,392,333,900","-73,949,851,989,746,000","40,784,263,610,839,800",1312
id2603437,04:09:39 PM,04:29:22 PM,1,"-73,976,463,317,871,000","40,790,996,551,513,600","-73,960,517,883,300,700","40,769,695,281,982,400",1183
id2077082,04:10:20 PM,04:25:58 PM,1,"-73,985,603,332,519,500","40,741,348,266,601,500","-73,973,709,106,445,300","40,757,720,947,265,600",938
id0078652,04:10:39 PM,04:22:46 PM,1,"-73,958,351,135,253,900","4,077,874,755,859,370","-73,973,869,323,730,400","40,784,011,840,820,300",727
id3947802,04:10:51 PM,04:27:34 PM,1,"-73,963,333,129,882,800","40,768,821,716,308,500","-73,992,156,982,421,800","40,748,889,923,095,700",1003
id0276642,04:11:00 PM,04:18:28 PM,1,"-73,990,310,668,945,300","40,725,070,953,369,100","-73,990,310,668,945,300","40,725,070,953,369,100",448
id2581827,04:11:07 PM,04:16:00 PM,1,"-73,992,759,704,589,800","40,748,275,756,835,900","-73,992,881,774,902,300","40,737,030,029,296,800",293
id3410164,04:11:08 PM,04:14:22 PM,2,"-73,951,179,504,394,500","40,785,762,786,865,200","-73,955,223,083,496,000","40,779,674,530,029,200",194
id2253480,04:11:28 PM,04:13:41 PM,1,"-73,958,778,381,347,600","40,764,183,044,433,500","-73,953,338,623,046,800","40,771,568,298,339,800",133
id0726934,04:11:41 PM,04:26:27 PM,1,"-73,982,444,763,183,500","40,745,578,765,869,100","-73,971,405,029,296,800","40,760,036,468,505,800",886
id1055504,04:11:51 PM,04:28:13 PM,2,"-74,015,220,642,089,800","40,711,238,861,083,900","-73,994,636,535,644,500","40,750,438,690,185,500",982
id0281131,04:11:51 PM,04:19:21 PM,1,"-74,006,103,515,625","40,749,351,501,464,800","-73,993,148,803,710,900","40,751,995,086,669,900",450
id1714395,04:12:04 PM,04:23:56 PM,1,"-73,965,065,002,441,400","40,772,468,566,894,500","-73,982,376,098,632,800","40,762,516,021,728,500",712
id2751624,04:13:03 PM,04:25:44 PM,1,"-74,005,264,282,226,500","40,728,862,762,451,100","-73,996,658,325,195,300","40,716,365,814,208,900",761
id1211431,04:13:03 PM,04:13:24 PM,1,"-73,994,537,353,515,600","40,764,171,600,341,700","-73,994,529,724,121,000","40,764,148,712,158,200",21
id0535401,04:13:22 PM,04:40:45 PM,1,"-73,790,107,727,050,700","406,468,505,859,375","-7,385,040,283,203,120","40,712,963,104,248,000",1643
id1050318,04:13:23 PM,04:19:02 PM,4,"-73,957,229,614,257,800","4,080,181,884,765,620","-739,449,462,890,625","40,808,418,273,925,700",339
id3430264,04:13:31 PM,04:14:43 PM,1,"-73,967,857,360,839,800","40,760,162,353,515,600","-73,965,858,459,472,600","40,762,935,638,427,700",72
id3719041,04:13:40 PM,04:33:16 PM,1,"-74,005,897,521,972,600","40,736,179,351,806,600","-73,981,620,788,574,200","40,763,088,226,318,300",1176
id1691780,04:13:50 PM,04:35:55 PM,2,"-7,400,408,935,546,870","40,722,564,697,265,600","-73,987,083,435,058,500","40,759,395,599,365,200",1325
id3631811,04:13:52 PM,04:40:05 PM,2,"-73,972,908,020,019,500","40,756,660,461,425,700","-73,873,710,632,324,200","40,772,659,301,757,800",1573
id2693578,04:14:24 PM,04:27:22 PM,1,"-73,994,224,548,339,800","40,740,367,889,404,200","-74,001,274,108,886,700","40,720,039,367,675,700",778
id1545178,04:14:27 PM,04:41:32 PM,1,"-73,986,900,329,589,800","40,743,721,008,300,700","-73,992,767,333,984,300","40,710,910,797,119,100",1625
id0798210,04:14:27 PM,04:20:51 PM,6,"-73,980,636,596,679,600","40,786,666,870,117,100","-73,982,322,692,871,000","40,772,609,710,693,300",384
id2192121,04:14:28 PM,04:36:48 PM,1,"-73,986,076,354,980,400","4,072,650,146,484,370","-73,986,442,565,917,900","40,761,741,638,183,500",1340
id3956418,04:14:33 PM,04:23:32 PM,5,"-73,982,109,069,824,200","40,775,188,446,044,900","-73,973,541,259,765,600","40,783,679,962,158,200",539
id2290180,04:14:50 PM,04:23:56 PM,2,"-73,981,765,747,070,300","40,778,640,747,070,300","-73,970,680,236,816,400","40,798,915,863,037,100",546
id2218311,04:14:55 PM,04:38:53 PM,1,"-73,776,702,880,859,300","40,645,156,860,351,500","-73,871,330,261,230,400","40,773,761,749,267,500",1438
id1041700,04:15:05 PM,04:53:09 PM,1,"-73,973,014,831,542,900","40,762,088,775,634,700","-74,177,177,429,199,200","40,694,976,806,640,600",2284
id1273866,04:15:22 PM,04:25:38 PM,1,"-73,959,381,103,515,600","40,782,966,613,769,500","-73,977,264,404,296,800","40,786,170,959,472,600",616
id0484101,04:15:31 PM,04:23:33 PM,1,"-73,954,681,396,484,300","40,765,899,658,203,100","-73,962,898,254,394,500","40,754,966,735,839,800",482
id3446851,04:15:55 PM,05:06:11 PM,1,"-738,707,275,390,625","40,773,616,790,771,400","-73,983,283,996,582,000","40,756,759,643,554,600",3016
id0138572,04:15:57 PM,04:29:59 PM,1,"-73,981,040,954,589,800","40,733,528,137,207,000","-73,986,289,978,027,300","40,751,789,093,017,500",842
id2698595,04:16:03 PM,04:22:12 PM,6,"-73,982,391,357,421,800","40,751,510,620,117,100","-74,003,700,256,347,600","40,747,531,890,869,100",369
id3395775,04:16:42 PM,05:02:56 PM,1,"-73,961,677,551,269,500","40,795,631,408,691,400","-73,864,280,700,683,500","40,769,729,614,257,800",2774
id0103936,04:16:53 PM,04:37:28 PM,1,"-73,989,089,965,820,300","40,753,227,233,886,700","-73,978,424,072,265,600","40,754,062,652,587,800",1235
id1944866,04:16:53 PM,04:55:12 PM,2,"-73,873,046,875","40,774,139,404,296,800","-73,986,732,482,910,100","40,760,746,002,197,200",2299
id0556607,04:16:55 PM,05:06:41 PM,2,"-73,863,655,090,332,000","40,769,733,428,955,000","-73,968,605,041,503,900","40,765,647,888,183,500",2986
id1864609,04:17:18 PM,04:53:28 PM,1,"-7,397,332,763,671,870","40,792,770,385,742,100","-73,969,070,434,570,300","40,763,202,667,236,300",2170
id3263791,04:17:23 PM,04:25:14 PM,2,"-73,989,952,087,402,300","4,075,213,623,046,870","-7,400,360,107,421,870","40,725,372,314,453,100",471
id3504586,04:17:33 PM,04:32:29 PM,6,"-73,976,608,276,367,100","40,739,917,755,126,900","-73,997,268,676,757,800","40,714,366,912,841,700",896
id3856321,04:17:40 PM,04:38:26 PM,1,"-73,974,227,905,273,400","40,750,652,313,232,400","-73,953,216,552,734,300","40,779,674,530,029,200",1246
id1931896,04:17:51 PM,04:20:13 PM,1,"-74,002,044,677,734,300","40,715,293,884,277,300","-74,005,119,323,730,400","40,719,875,335,693,300",142
id0226516,04:17:55 PM,04:56:00 PM,1,"-73,790,069,580,078,100","4,064,373,779,296,870","-73,924,446,105,957,000","40,677,196,502,685,500",2285
id0799146,04:18:07 PM,05:57:28 PM,1,"-73,992,103,576,660,100","40,748,985,290,527,300","-73,907,516,479,492,100","40,847,644,805,908,200",5961
id2352562,04:18:31 PM,04:32:12 PM,1,"-73,974,594,116,210,900","407,559,814,453,125","-73,972,557,067,871,000","40,781,051,635,742,100",821
id3846212,04:18:40 PM,04:39:44 PM,2,"-73,982,452,392,578,100","40,751,399,993,896,400","-73,998,733,520,507,800","40,713,508,605,957,000",1264
id1661468,04:18:47 PM,04:53:43 PM,5,"-73,885,406,494,140,600","40,773,040,771,484,300","-73,975,189,208,984,300","40,762,001,037,597,600",2096
id3996111,04:19:02 PM,04:30:03 PM,1,"-73,980,392,456,054,600","40,765,708,923,339,800","-73,982,643,127,441,400","40,779,090,881,347,600",661
id3980145,04:20:26 PM,04:48:11 PM,1,"-73,963,394,165,039,000","40,774,425,506,591,700","-73,991,592,407,226,500","4,074,920,654,296,870",1665
id1525224,04:20:32 PM,04:53:16 PM,3,"-7,387,091,064,453,120","40,773,773,193,359,300","-73,956,146,240,234,300","40,773,826,599,121,000",1964
id1260710,04:20:43 PM,04:28:04 PM,1,"-73,984,916,687,011,700","40,745,063,781,738,200","-73,986,320,495,605,400","40,752,220,153,808,500",441
id0376753,04:21:18 PM,04:35:20 PM,6,"-73,982,322,692,871,000","40,776,683,807,373,000","-73,965,736,389,160,100","40,805,374,145,507,800",842
id2690161,04:21:21 PM,04:33:35 PM,1,"-74,011,192,321,777,300","40,715,801,239,013,600","-73,989,891,052,246,000","40,745,796,203,613,200",734
id3293046,04:21:25 PM,04:32:10 PM,1,"-73,960,166,931,152,300","40,804,679,870,605,400","-73,944,976,806,640,600","40,797,138,214,111,300",645
id3062309,04:21:28 PM,04:34:57 PM,1,"-73,997,886,657,714,800","40,751,361,846,923,800","-73,978,134,155,273,400","407,513,427,734,375",809
id2190778,04:21:44 PM,04:26:59 PM,1,"-73,963,920,593,261,700","40,776,748,657,226,500","-73,970,008,850,097,600","40,768,379,211,425,700",315
id0330392,04:22:07 PM,04:27:49 PM,1,"-74,008,804,321,289,000","40,710,559,844,970,700","-74,002,731,323,242,100","40,721,000,671,386,700",342
id3371085,04:22:18 PM,04:40:30 PM,1,"-73,989,990,234,375","40,734,661,102,294,900","-73,974,189,758,300,700","40,756,340,026,855,400",1092
id2809657,04:22:30 PM,04:29:36 PM,2,"-73,952,873,229,980,400","40,778,263,092,041,000","-73,960,945,129,394,500","40,777,969,360,351,500",426
id0781933,04:22:36 PM,04:42:32 PM,2,"-74,003,936,767,578,100","40,725,669,860,839,800","-739,901,123,046,875","40,754,188,537,597,600",1196
id1850689,04:22:45 PM,04:26:05 PM,1,"-73,961,265,563,964,800","40,780,387,878,417,900","-73,957,038,879,394,500","40,781,833,648,681,600",200
id2108230,04:22:47 PM,05:03:20 PM,2,"-73,873,146,057,128,900","40,774,169,921,875","-73,864,776,611,328,100","40,853,950,500,488,200",2433
id1141071,04:23:00 PM,04:30:53 PM,1,"-73,972,625,732,421,800","40,794,055,938,720,700","-73,984,970,092,773,400","40,780,994,415,283,200",473
id3712726,04:23:18 PM,04:31:55 PM,1,"-73,961,288,452,148,400","40,777,523,040,771,400","-73,967,689,514,160,100","40,787,437,438,964,800",517
id3941958,04:23:23 PM,04:33:58 PM,1,"-73,959,053,039,550,700","40,780,735,015,869,100","-73,962,806,701,660,100","4,077,325,439,453,120",635
id0443976,04:23:39 PM,04:37:12 PM,1,"-73,982,421,875","40,757,362,365,722,600","-73,992,439,270,019,500","4,075,604,248,046,870",813
id1199241,04:23:39 PM,04:50:57 PM,1,"-73,972,648,620,605,400","40,759,021,759,033,200","-73,949,424,743,652,300","40,809,543,609,619,100",1638
id0111045,04:24:27 PM,04:50:09 PM,6,"-73,870,857,238,769,500","40,773,750,305,175,700","-73,952,163,696,289,000","40,777,248,382,568,300",1542
id2657578,04:24:49 PM,04:45:05 PM,1,"-73,981,826,782,226,500","40,767,810,821,533,200","-73,996,757,507,324,200","40,736,431,121,826,100",1216
id1019844,04:24:49 PM,04:34:50 PM,1,"-73,984,016,418,457,000","40,762,248,992,919,900","-7,399,072,265,625","40,750,701,904,296,800",601
id2998245,04:24:52 PM,04:40:08 PM,5,"-73,997,688,293,457,000","40,725,730,895,996,000","-73,990,898,132,324,200","40,748,958,587,646,400",916
id2255983,04:25:35 PM,04:46:54 PM,3,"-74,004,226,684,570,300","40,707,233,428,955,000","-73,989,906,311,035,100","40,748,165,130,615,200",1279
id2380766,04:25:54 PM,04:33:50 PM,1,"-73,994,911,193,847,600","40,727,893,829,345,700","-74,008,811,950,683,500","40,731,697,082,519,500",476
id3664853,04:25:58 PM,04:44:07 PM,3,"-73,985,809,326,171,800","40,747,646,331,787,100","-73,989,463,806,152,300","40,718,894,958,496,000",1089
id3874291,04:26:09 PM,05:13:33 PM,1,"-739,769,287,109,375","40,756,183,624,267,500","-74,177,116,394,042,900","40,694,961,547,851,500",2844
id2659923,04:26:17 PM,04:47:24 PM,1,"-73,969,482,421,875","40,761,482,238,769,500","-73,984,642,028,808,500","40,757,469,177,246,000",1267
id0646314,04:26:45 PM,04:59:23 PM,3,"-73,776,748,657,226,500","40,645,401,000,976,500","-73,923,019,409,179,600","40,739,707,946,777,300",1958
id3663111,04:27:18 PM,04:45:08 PM,1,"-74,016,143,798,828,100","40,711,143,493,652,300","-73,998,817,443,847,600","40,717,967,987,060,500",1070
id0234118,04:27:27 PM,04:34:06 PM,2,"-73,969,940,185,546,800","40,764,656,066,894,500","-73,955,726,623,535,100","40,782,901,763,916,000",399
id3628978,04:27:41 PM,04:46:02 PM,4,"-73,952,201,843,261,700","40,769,115,447,998,000","-73,968,742,370,605,400","40,764,152,526,855,400",1101
id2115790,04:27:55 PM,04:34:26 PM,1,"-73,965,965,270,996,000","40,762,306,213,378,900","-73,951,530,456,542,900","40,774,410,247,802,700",391
id3447274,04:28:15 PM,04:48:43 PM,1,"-7,398,077,392,578,120","40,778,224,945,068,300","-73,991,073,608,398,400","40,770,244,598,388,600",1228
id0419059,04:28:25 PM,04:50:51 PM,3,"-73,983,444,213,867,100","40,756,248,474,121,000","-73,989,845,275,878,900","40,747,097,015,380,800",1346
id2405668,04:29:18 PM,04:54:46 PM,1,"-73,955,642,700,195,300","40,776,630,401,611,300","-73,954,940,795,898,400","40,773,426,055,908,200",1528
id2960543,04:29:25 PM,04:39:56 PM,1,"-73,980,545,043,945,300","40,742,603,302,001,900","-73,992,431,640,625","40,749,580,383,300,700",631
id1426061,04:29:31 PM,04:51:39 PM,1,"-7,398,126,220,703,120","40,733,421,325,683,500","-73,951,911,926,269,500","4,078,173,828,125",1328
id2322883,04:29:53 PM,04:54:17 PM,1,"-73,998,039,245,605,400","40,716,991,424,560,500","-73,976,730,346,679,600","40,757,431,030,273,400",1464
id0851030,04:29:58 PM,05:06:36 PM,1,"-73,973,846,435,546,800","40,763,309,478,759,700","-73,997,474,670,410,100","40,722,404,479,980,400",2198
id0317659,04:30:10 PM,04:44:51 PM,6,"-7,399,078,369,140,620","40,755,588,531,494,100","-73,971,420,288,085,900","40,782,390,594,482,400",881
id1006408,04:30:19 PM,04:35:36 PM,6,"-73,982,154,846,191,400","40,783,348,083,496,000","-73,985,443,115,234,300","40,777,091,979,980,400",317
id0321057,04:30:21 PM,04:58:33 PM,1,"-73,984,100,341,796,800","40,748,859,405,517,500","-73,947,898,864,746,000","40,770,481,109,619,100",1692
id2378873,04:30:51 PM,04:44:32 PM,1,"-7,396,405,029,296,870","40,773,876,190,185,500","-739,820,556,640,625","40,768,760,681,152,300",821
id3043458,04:30:51 PM,04:39:09 PM,1,"-73,974,578,857,421,800","40,759,689,331,054,600","-73,959,182,739,257,800","40,780,200,958,251,900",498
id0600592,04:31:06 PM,04:40:30 PM,1,"-73,995,101,928,710,900","40,744,831,085,205,000","-73,996,345,520,019,500","40,726,058,959,960,900",564
id0431543,04:31:21 PM,04:44:26 PM,1,"-73,998,023,986,816,400","40,735,626,220,703,100","-73,986,679,077,148,400","40,756,023,406,982,400",785
id3431421,04:31:40 PM,04:36:26 PM,1,"-73,982,528,686,523,400","40,749,439,239,501,900","-73,987,411,499,023,400","40,744,979,858,398,400",286
id0834927,04:31:54 PM,04:52:37 PM,1,"-73,932,014,465,332,000","40,752,071,380,615,200","-73,853,843,688,964,800","40,754,703,521,728,500",1243
id0523966,04:31:59 PM,04:49:24 PM,5,"-74,016,120,910,644,500","40,714,855,194,091,700","-73,990,089,416,503,900","40,760,711,669,921,800",1045
id3026235,04:32:10 PM,04:37:12 PM,1,"-74,004,615,783,691,400","4,075,213,623,046,870","-739,940,185,546,875","40,757,320,404,052,700",302
id3136753,04:32:22 PM,05:38:45 PM,2,"-73,988,082,885,742,100","40,761,600,494,384,700","-73,872,489,929,199,200","40,774,501,800,537,100",3983
id0421684,04:32:46 PM,04:48:51 PM,1,"-73,953,948,974,609,300","40,775,493,621,826,100","-73,958,656,311,035,100","40,768,001,556,396,400",965
id3309598,04:32:47 PM,05:02:01 PM,1,"-73,972,404,479,980,400","40,758,186,340,332,000","-74,009,658,813,476,500","40,709,117,889,404,200",1754
id0181156,04:33:39 PM,04:35:33 PM,1,"-74,001,533,508,300,700","40,746,761,322,021,400","-74,005,508,422,851,500","40,743,495,941,162,100",114
id2702621,04:33:40 PM,04:48:12 PM,2,"-7,396,826,171,875","40,767,219,543,457,000","-73,982,261,657,714,800","40,748,439,788,818,300",872
id2046587,04:34:18 PM,04:40:40 PM,4,"-73,980,522,155,761,700","4,076,434,326,171,870","-73,989,784,240,722,600","40,751,693,725,585,900",382
id0499942,04:34:24 PM,04:45:49 PM,1,"-73,993,354,797,363,200","40,742,099,761,962,800","-73,990,653,991,699,200","40,756,145,477,294,900",685
id3714447,04:35:13 PM,04:45:13 PM,2,"-73,965,370,178,222,600","40,771,869,659,423,800","-73,950,370,788,574,200","40,794,948,577,880,800",600
id3115237,04:35:36 PM,04:48:23 PM,1,"-73,958,213,806,152,300","40,778,640,747,070,300","-73,954,582,214,355,400","40,770,698,547,363,200",767
id2059097,04:35:56 PM,04:46:20 PM,6,"-73,991,287,231,445,300","407,493,896,484,375","-73,984,848,022,460,900","40,736,461,639,404,200",624
id1032459,04:36:03 PM,04:42:04 PM,1,"-73,974,205,017,089,800","40,783,103,942,871,000","-73,973,686,218,261,700","4,079,132,080,078,120",361
id3194067,04:36:13 PM,05:40:17 PM,1,"-73,979,866,027,832,000","40,752,647,399,902,300","-73,953,666,687,011,700","40,616,813,659,667,900",3844
id3813060,04:36:38 PM,05:18:24 PM,1,"-73,873,336,791,992,100","40,774,089,813,232,400","-73,979,835,510,253,900","40,763,763,427,734,300",2506
id3933366,04:36:54 PM,04:51:17 PM,2,"-73,982,063,293,457,000","40,757,938,385,009,700","-73,977,737,426,757,800","4,075,384,521,484,370",863
id1688292,04:37:07 PM,04:49:47 PM,1,"-7,396,575,927,734,370","40,795,234,680,175,700","-739,482,421,875","40,778,190,612,792,900",760
id3641870,04:37:11 PM,04:46:42 PM,2,"-7,400,103,759,765,620","40,725,910,186,767,500","-74,004,676,818,847,600","40,741,939,544,677,700",571
id0378445,04:37:27 PM,04:49:01 PM,1,"-73,981,307,983,398,400","40,737,201,690,673,800","-73,992,843,627,929,600","40,713,691,711,425,700",694
id1796680,04:37:48 PM,05:07:19 PM,1,"-73,870,964,050,292,900","40,773,738,861,083,900","-73,952,651,977,539,000","40,732,566,833,496,000",1771
id0537983,04:37:49 PM,04:45:10 PM,1,"-73,973,350,524,902,300","40,760,341,644,287,100","-73,974,739,074,707,000","40,751,850,128,173,800",441
id0584813,04:38:22 PM,04:45:29 PM,5,"-73,863,349,914,550,700","40,769,851,684,570,300","-73,918,098,449,707,000","40,771,461,486,816,400",427
id0447144,04:38:44 PM,04:53:48 PM,3,"-73,985,626,220,703,100","40,735,191,345,214,800","-73,978,042,602,539,000","40,750,640,869,140,600",904
id2557613,04:38:49 PM,05:26:20 PM,5,"-73,782,081,604,003,900","40,644,699,096,679,600","-73,923,500,061,035,100","40,706,001,281,738,200",2851
id3606988,04:38:52 PM,05:52:30 PM,1,"-74,007,072,448,730,400","40,748,958,587,646,400","-73,782,424,926,757,800","40,644,157,409,667,900",4418
id1094489,04:39:23 PM,04:53:06 PM,1,"-73,955,009,460,449,200","40,777,389,526,367,100","-73,963,905,334,472,600","40,770,725,250,244,100",823
id3582551,04:39:40 PM,04:46:06 PM,2,"-73,955,879,211,425,700","40,781,837,463,378,900","-73,945,709,228,515,600","40,780,216,217,041,000",386
id0240627,04:39:54 PM,04:46:01 PM,1,"-73,962,669,372,558,500","40,758,514,404,296,800","-73,962,654,113,769,500","40,766,807,556,152,300",367
id0045404,04:40:24 PM,05:11:17 PM,1,"-73,989,761,352,539,000","40,734,172,821,044,900","-73,944,740,295,410,100","40,725,605,010,986,300",1853
id0803473,04:40:25 PM,04:49:41 PM,2,"-73,964,981,079,101,500","40,772,418,975,830,000","-73,968,528,747,558,500","40,786,361,694,335,900",556
id1217816,04:40:30 PM,04:52:55 PM,6,"-73,982,200,622,558,500","40,731,685,638,427,700","-73,997,360,229,492,100","40,746,627,807,617,100",745
id0499881,04:41:05 PM,04:58:19 PM,1,"-74,014,358,520,507,800","40,704,013,824,462,800","-74,004,905,700,683,500","40,746,623,992,919,900",1034
id2084663,04:41:21 PM,04:56:23 PM,1,"-73,971,954,345,703,100","40,749,549,865,722,600","-73,982,452,392,578,100","40,751,438,140,869,100",902
id3103635,04:41:31 PM,05:21:20 PM,1,"-7,398,211,669,921,870","40,740,108,489,990,200","-73,915,946,960,449,200","40,757,511,138,916,000",2389
id1497877,04:41:33 PM,04:56:48 PM,1,"-73,944,900,512,695,300","40,779,281,616,210,900","-73,953,781,127,929,600","40,766,372,680,664,000",915
id2826801,04:41:42 PM,04:53:35 PM,1,"-73,952,499,389,648,400","40,776,519,775,390,600","-73,957,206,726,074,200","40,770,027,160,644,500",713
id1399785,04:42:00 PM,04:47:40 PM,1,"-73,994,468,688,964,800","40,733,070,373,535,100","-73,993,507,385,253,900","40,741,771,697,998,000",340
id2058324,04:42:01 PM,05:01:41 PM,1,"-73,970,855,712,890,600","40,766,975,402,832,000","-73,988,182,067,871,000","40,757,499,694,824,200",1180
id1746928,04:42:06 PM,04:48:51 PM,1,"-73,961,753,845,214,800","40,767,829,895,019,500","-73,944,351,196,289,000","40,775,543,212,890,600",405
id0811654,04:43:11 PM,04:50:03 PM,1,"-74,007,705,688,476,500","4,074,267,578,125","-7,399,481,201,171,870",40.75,412
id3244112,04:43:24 PM,05:01:59 PM,1,"-73,982,170,104,980,400","40,767,547,607,421,800","-73,970,573,425,292,900","40,762,393,951,416,000",1115
id0269934,04:43:37 PM,04:48:53 PM,2,"-73,992,561,340,332,000","40,747,978,210,449,200","-73,985,862,731,933,500","40,752,216,339,111,300",316
id3788933,04:44:00 PM,05:00:52 PM,1,"-73,962,677,001,953,100","40,770,839,691,162,100","-73,964,546,203,613,200","40,767,238,616,943,300",1012
id3036899,04:44:34 PM,04:47:52 PM,1,"-73,956,321,716,308,500","40,787,078,857,421,800","-73,956,558,227,539,000","40,779,911,041,259,700",198
id2269777,04:44:51 PM,05:11:30 PM,1,"-73,986,167,907,714,800","40,722,450,256,347,600","-73,990,928,649,902,300","40,755,668,640,136,700",1599
id1345045,04:45:07 PM,04:48:52 PM,2,"-73,989,273,071,289,000","40,758,014,678,955,000","-73,984,375","40,769,733,428,955,000",225
id0885609,04:45:10 PM,05:02:16 PM,1,"-73,980,209,350,585,900","40,783,809,661,865,200","-73,965,713,500,976,500","40,808,948,516,845,700",1026
id0302885,04:45:16 PM,04:49:41 PM,4,"-73,984,237,670,898,400","40,761,650,085,449,200","-73,986,991,882,324,200","40,764,320,373,535,100",265
id2996096,04:45:24 PM,05:37:08 PM,1,"-73,976,646,423,339,800","40,739,250,183,105,400","-73,976,585,388,183,500","40,739,448,547,363,200",3104
id3599261,04:46:09 PM,05:37:18 PM,1,"-73,788,742,065,429,600","40,647,323,608,398,400","-73,968,246,459,960,900","40,765,476,226,806,600",3069
id1813984,04:46:18 PM,04:58:06 PM,2,"-73,981,971,740,722,600","40,768,215,179,443,300","-73,994,216,918,945,300","40,759,918,212,890,600",708
id2602239,04:46:56 PM,05:43:43 PM,1,"-73,996,826,171,875","40,762,832,641,601,500","-73,938,003,540,039,000","40,840,423,583,984,300",3407
id1248979,04:46:56 PM,04:55:47 PM,1,"-74,002,799,987,792,900","4,074,932,861,328,120","-73,992,729,187,011,700","40,737,392,425,537,100",531
id1894926,04:46:59 PM,05:05:27 PM,2,"-73,956,520,080,566,400","40,767,093,658,447,200","-73,979,133,605,957,000","40,755,146,026,611,300",1108
id3901454,04:47:06 PM,05:20:31 PM,1,"-73,985,267,639,160,100","40,778,453,826,904,200","-73,995,986,938,476,500","407,451,171,875",2005
id0002041,04:47:06 PM,04:55:38 PM,1,"-73,963,356,018,066,400","40,808,887,481,689,400","-7,397,662,353,515,620","40,788,162,231,445,300",512
id2837982,04:47:11 PM,05:04:17 PM,5,"-73,976,921,081,542,900","40,727,218,627,929,600","-73,991,592,407,226,500","40,749,271,392,822,200",1026
id3838608,04:47:24 PM,04:56:36 PM,1,"-740,028,076,171,875","40,739,902,496,337,800","-7,400,006,103,515,620","40,731,243,133,544,900",552
id2836202,04:47:45 PM,04:55:26 PM,1,"-73,989,662,170,410,100","40,741,001,129,150,300","-73,978,271,484,375","40,751,106,262,207,000",461
id1105290,04:47:45 PM,04:51:41 PM,2,"-73,984,634,399,414,000","40,757,804,870,605,400","-73,986,648,559,570,300","40,763,462,066,650,300",236
id0079646,04:47:49 PM,05:04:39 PM,1,"-73,978,218,078,613,200","40,758,682,250,976,500","-73,954,368,591,308,500","40,787,345,886,230,400",1010
id3414632,04:48:09 PM,04:58:52 PM,1,"-73,982,810,974,121,000","40,762,294,769,287,100","-73,975,265,502,929,600","40,777,191,162,109,300",643
id0817936,04:48:51 PM,05:11:33 PM,2,"-73,983,123,779,296,800","40,750,499,725,341,700","-74,014,625,549,316,400","40,714,061,737,060,500",1362
id2852142,04:48:56 PM,05:06:47 PM,1,"-73,979,499,816,894,500","40,749,729,156,494,100","-73,953,758,239,746,000","40,777,927,398,681,600",1071
